Time,Day_of_week,Age_band_of_driver,Drivers_gender,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Casualty_gender,Age_band_of_casualty,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
11:11:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Waiting to go,Driver or rider,Male,31-50,Employee,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
11:11:00,Wednesday,18-30,Male,Writing & reading,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
22:30:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Automobile,Organization,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,4,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Fatal injury
14:30:00,Sunday,Under 18,Male,Elementary school,Other,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
17:10:00,Thursday,31-50,Male,High school,Owner,2-5yr,Lorry (41?100Q),Owner,1-2yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Male,Over 51,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overtaking,Fatal injury
17:10:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Other,Owner,Below 1yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overloading,Fatal injury
4:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Turnover,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
3:40:00,Saturday,18-30,Female,Junior high school,Employee,5-10yr,Taxi,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with rolling terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
18:35:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,5-10yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,4,Going straight,Driver or rider,Male,Over 51,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
13:00:00,Thursday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Female,31-50,Driver,Normal,Crossing from driver's nearside,No distancing,Fatal injury
16:20:00,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Long lorry,Owner,2-5yrs,No defect,Market areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,na,na,na,Self-employed,Normal,Crossing from driver's nearside,Other,Fatal injury
7:00:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Governmental,2-5yrs,No defect,Industrial areas,Other,Tangent road with flat terrain,+,Earth roads,Wet or damp,Daylight,Raining,Rollover,1,1,Going straight,Pedestrian,Female,18-30,Driver,Normal,Crossing from driver's nearside,Overtaking,Fatal injury
19:00:00,Wednesday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,,Recreational areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Overtaking,Pedestrian,Female,Over 51,Driver,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
22:00:00,Sunday,18-30,Male,Elementary school,Employee,Above 10yr,Other,Organization,1-2yr,No defect,Market areas,Other,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
11:15:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Other,Owner,Unknown,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
20:15:00,Monday,31-50,Male,Elementary school,Employee,2-5yr,Automobile,Owner,2-5yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
10:00:00,Tuesday,31-50,Male,Above high school,Owner,5-10yr,Automobile,Owner,Above 10yr,No defect,Office areas,One way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Passenger,Female,Under 18,Self-employed,Normal,Not a Pedestrian,Turnover,Fatal injury
8:30:00,Friday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Governmental,Unknown,,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
18:30:00,Tuesday,Over 51,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Over 51,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
6:30:00,Friday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Cloudy,Vehicle with vehicle collision,2,6,Going straight,Pedestrian,Female,Under 18,Self-employed,Normal,Crossing from driver's nearside,No distancing,Fatal injury
11:20:00,Monday,18-30,Male,Above high school,Employee,1-2yr,Automobile,Owner,1-2yr,,Market areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
19:30:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,2-5yrs,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,Other,Fatal injury
18:30:00,Wednesday,31-50,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Governmental,2-5yrs,,Market areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Snow,Darkness - no lighting,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Other,Fatal injury
19:05:00,Saturday,31-50,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
8:00:00,Thursday,18-30,Male,High school,Owner,2-5yr,Public (12 seats),Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,3,3,Going straight,Driver or rider,Male,18-30,Employee,Normal,Not a Pedestrian,Moving Backward,Fatal injury
1:00:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain ,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,Under 18,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
20:00:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,Lorry (41?100Q),Owner,Unknown,,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Waiting to go,Passenger,Female,Under 18,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
13:40:00,Saturday,Over 51,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,5-10yrs,,Market areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
16:00:00,Tuesday,18-30,Male,Elementary school,Owner,1-2yr,Stationwagen,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,X,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,1,1,Going straight,Pedestrian,Female,Under 18,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No distancing,Fatal injury
19:00:00,Friday,31-50,Male,High school,Employee,2-5yr,Automobile,Governmental,Below 1yr,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
16:00:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Market areas,Double carriageway (median),Tangent road with flat terrain,O,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
20:30:00,Monday,Over 51,Male,Elementary school,Employee,1-2yr,Public (12 seats),Owner,Above 10yr,No defect,Market areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Waiting to go,Pedestrian,Female,Under 18,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Fatal injury
5:50:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Female,18-30,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
9:30:00,Tuesday,31-50,Male,Elementary school,Owner,5-10yr,Lorry (41?100Q),Owner,5-10yrs,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,O,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,2,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
17:30:00,Sunday,Unknown,Female,High school,Owner,5-10yr,Automobile,Owner,Above 10yr,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,31-50,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Fatal injury
7:47:00,Wednesday,18-30,Male,High school,Owner,Above 10yr,Automobile,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,X,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
17:20:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,5-10yrs,,Office areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal injury
16:45:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,,School areas,Double carriageway (median),Tangent road with flat terrain,T,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Fatal injury
12:30:00,Wednesday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Organization,2-5yrs,No defect,Market areas,Undivided Two way,Tangent road with mountainous terrain and,X,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Passenger,Female,Under 18,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal injury
5:10:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Public (13?45 seats),Owner,Unknown,No defect,Recreational areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,Pedestrian,Male,31-50,Driver,Normal,Unknown or other,No priority to vehicle,Fatal injury
17:00:00,Saturday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,+,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
8:00:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
15:40:00,Tuesday,Over 51,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
14:30:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Governmental,2-5yrs,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
17:30:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
20:30:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Passenger,Female,Under 18,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
14:40:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Public (12 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
9:00:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Governmental,5-10yrs,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
16:20:00,Monday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,No defect,School areas,One way,Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
14:45:00,Wednesday,18-30,Male,Junior high school,Owner,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Male,18-30,Employee,Normal,Not a Pedestrian,No distancing,Fatal injury
0:30:00,Saturday,Under 18,Male,Junior high school,Owner,2-5yr,Public (12 seats),Owner,Unknown,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
12:30:00,Friday,Unknown,Male,Junior high school,Employee,1-2yr,Public (> 45 seats),Governmental,1-2yr,,Market areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,18-30,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
16:00:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Market areas,Double carriageway (median),Tangent road with flat terrain,O,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,Under 18,Driver,Normal,Unknown or other,Changing lane to the right,Fatal injury
6:00:00,Tuesday,31-50,Male,Elementary school,Owner,2-5yr,Automobile,Owner,Unknown,7,Office areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,Employee,Normal,Unknown or other,Driving carelessly,Fatal injury
8:30:00,Friday,Unknown,Male,High school,Employee,1-2yr,Pick up upto 10Q,Owner,Above 10yr,,Church areas,Other,Tangent road with flat terrain,Y,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,18-30,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
19:00:00,Saturday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,One way,Tangent road with flat terrain,T,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Over 51,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
19:50:00,Sunday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
19:30:00,Sunday,Unknown,Female,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,Residential areas,One way,Tangent road with flat terrain,O,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
6:30:00,Sunday,31-50,Male,Junior high school,Owner,1-2yr,Motorcycle,Owner,2-5yrs,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,+,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Fatal injury
13:00:00,Wednesday,18-30,Male,Unknown,Other,,Ridden horse,Owner,5-10yrs,,Market areas,Undivided Two way,Tangent road with flat terrain,O,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
19:30:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Pick up upto 10Q,Governmental,Unknown,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
17:30:00,Monday,31-50,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Governmental,Below 1yr,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,Over 51,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
9:45:00,Friday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Market areas,Double carriageway (median),Gentle horizontal curve,No junction,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
11:30:00,Saturday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,5-10yrs,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Driver or rider,Female,Over 51,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
12:00:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,5-10yrs,No defect,Market areas,Double carriageway (median),Tangent road with flat terrain,X,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Fatal injury
20:20:00,Monday,31-50,Male,Unknown,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,+,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Reversing,Passenger,Female,Over 51,Other,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
19:20:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Public (12 seats),Owner,Unknown,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Getting off,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
8:40:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,X,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
16:40:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,,Market areas,,Tangent road with flat terrain,T,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
21:10:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,X,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,31-50,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
18:40:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Governmental,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Female,Under 18,Driver,Normal,Not a Pedestrian,No distancing,Fatal injury
12:00:00,Friday,18-30,Male,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,O,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,18-30,Driver,Normal,Unknown or other,Changing lane to the left,Fatal injury
6:20:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Other,Governmental,Unknown,No defect,Market areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,31-50,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury
8:00:00,Friday,18-30,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,No defect,Market areas,Double carriageway (median),Tangent road with flat terrain,X,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,Other,Normal,Not a Pedestrian,Changing lane to the left,Fatal injury
17:30:00,Sunday,Over 51,Male,Junior high school,Employee,Above 10yr,Taxi,Owner,Unknown,No defect,Market areas,Double carriageway (median),Tangent road with flat terrain,X,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,Under 18,Driver,Normal,Not a Pedestrian,No priority to vehicle,Fatal injury
18:00:00,Monday,Over 51,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,1-2yr,No defect,Market areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Passenger,Female,31-50,Self-employed,Normal,Not a Pedestrian,No distancing,Fatal injury
19:30:00,Thursday,31-50,Male,Writing & reading,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,X,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,6,Reversing,Passenger,Female,18-30,Unemployed,Normal,Not a Pedestrian,No distancing,Fatal injury
19:40:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,6,Going straight,Passenger,Female,31-50,Driver,Normal,Not a Pedestrian,Driving carelessly,Fatal injury
